"account_id","user_id","created_at","is_admin","pending","enabled","became_active_at","time_diff","city","region","country","serial_number","has_photo","device","os","browser","is_gmail","campaign_id","first_user_in_account_id","LANGUAGE","gender","seniority","title","mobile_activation_date","has_phone"
2794109,6182768,"2019-01-01",1,0,1,"2019-01-01", 1,"Lublin","Lublin","PL",1,1,"desktop","mac","safari",0,4006158,29846633,"","M","none"," ",NULL,1
2794110,6182790,"2019-01-01",1,0,1,"2019-01-01", 1,"Paris","Île-de-France","FR",1,1,"mobile","ios","generic browser",1,4006159,29847052,"fr","F",NULL,NULL,NULL,1
2794111,6182785,"2019-01-01",1,0,1,"2019-01-01",2,"Raanana","Central District","IL",1,1,"desktop","windows","microsoft edge",0,4006161,27559088,"","F","manager","Administration Manager",NULL,1
2794112,6182787,"2019-01-01",1,0,1,"2019-01-01",-8,"Sacramento","California","US",1,1,"desktop","windows","chrome",1,4006162,29847040,"","M",NULL,NULL,NULL,1
2794113,6182786,"2019-01-01",1,0,1,"2019-01-01", 2,"Bat Yam","Tel Aviv","IL",1,1,"desktop","windows","chrome",1,4006163,29846932,"","F",NULL,NULL,NULL,1
2794114,6182794,"2019-01-01",1,0,1,"2019-01-01","","Nashville","Tennessee","US",1,1,"mobile","ios",NULL,1,4006164,29847101,"","M",NULL,NULL,"2019-01-01",1
2794115,6182793,"2019-01-01",1,0,1,"2019-01-01", 9,"Gwangmyeong-si","Gyeonggi-do","KR",1,1,"desktop","windows","chrome",1,4006165,29847085,"",NULL,NULL,NULL,NULL,1
2794116,6182799,"2019-01-01",1,0,1,"2019-01-01",2,"Mizpe Netofa","Northern District","IL",1,1,"desktop","windows","chrome",0,3358449,24037964,"","F",NULL,NULL,NULL,1
2794117,6182800,"2019-01-01",1,0,1,"2019-01-01",-5,"Bala Cynwyd","Pennsylvania","US",1,1,"mobile","ios","safari",0,4006166,29847128,"","M","none"," ",NULL,1
2794118,6182803,"2019-01-01",1,0,1,"2019-01-01",1,"Borlänge","Dalarna","SE",1,1,"desktop","windows","chrome",0,4006167,29846752,"","M","none"," ",NULL,1
2794118,6182815,"2019-01-01",0,0,1,"2019-01-02",1,"Bones","Hordaland","NO",2,1,"desktop","windows","chrome",0,4010140,29893261,"","M","none"," ",NULL,1
2794119,6182802,"2019-01-01",1,0,1,"2019-01-01",6,"Yangon","Rangoon","MM",1,1,"mobile","ios",NULL,0,4006168,29847152,"","M","none"," ","2019-01-03",1
2794120,6182797,"2019-01-01",1,0,1,"2019-01-01",2,"Tel Aviv","Tel Aviv","IL",1,1,"desktop","windows","chrome",1,3869886,28451803,"","M","none"," ",NULL,1
2794121,6182807,"2019-01-01",1,0,1,"2019-01-01",8,"Singapore","Central Singapore Community Development Council","SG",1,1,"mobile","android",NULL,1,4006172,29847220,"","F",NULL,NULL,"2019-01-01",1
2794122,6182809,"2019-01-01",1,0,1,"2019-01-01", 11,"Hawthorn","Victoria","AU",1,1,"mobile","ios","generic browser",0,4006173,29847243,"","M","none"," ",NULL,1
2794123,6182808,"2019-01-01",1,0,1,"2019-01-01",-5,"Bala Cynwyd","Pennsylvania","US",1,1,"mobile","ios",NULL,0,4006166,29847128,"","F","none"," ","2019-01-01",1
2794123,6182834,"2019-01-01",0,0,1,"2019-01-03",-5,"Scarborough","Ontario","CA",2,1,"mobile","ios","safari",1,4019369,29969433,"","F",NULL,NULL,NULL,1
2794124,6182820,"2019-01-01",1,0,1,"2019-01-01", 1,"Paris","Île-de-France","FR",1,1,"mobile","ios","generic browser",1,4006174,29786613,"fr",NULL,NULL,NULL,NULL,1
2794125,6182811,"2019-01-01",1,0,1,"2019-01-01",2,"Johannesburg","Gauteng","ZA",1,1,"desktop","linux","firefox",1,4006175,29846936,"","M",NULL,NULL,"2019-01-09",1
2794126,6182823,"2019-01-01",1,0,1,"2019-01-01",-5,"New York","New York","US",1,1,"desktop","mac","chrome",1,4006176,29845110,"","F",NULL,NULL,"2019-01-11",1
2794126,6364671,"2019-01-11",0,0,1,"2019-01-13",-5,"Brooklyn","New York","US",2,1,"desktop","mac","safari",1,4119431,30918426,"","F",NULL,NULL,NULL,1
2794126,6383816,"2019-01-12",0,0,1,"2019-01-12",-5,"New York","New York","US",3,1,"desktop","mac","safari",1,4115117,30875887,"","F",NULL,NULL,NULL,1
2794127,6182830,"2019-01-01",1,0,1,"2019-01-01",5.5,"Houston","Texas","US",1,1,"desktop","windows","chrome",1,4006177,29847422,"","M",NULL,NULL,NULL,1
2794128,6182817,"2019-01-01",1,0,1,"2019-01-01", 1,"Catanzaro","Calabria","IT",1,1,"desktop","windows","chrome",1,4006178,29847373,"","M",NULL,NULL,NULL,1
2794129,6182827,"2019-01-01",1,0,1,"2019-01-01",9,"Gwangmyeong-si","Gyeonggi-do","KR",1,1,"desktop","windows","chrome",1,4006181,29847085,"",NULL,NULL,NULL,"2019-01-10",1
2794129,6182840,"2019-01-01",0,0,1,"2019-01-01",9,"Gwangmyeong-si","Gyeonggi-do","KR",2,1,"mobile","ios","chrome",1,NULL,29847085,"",NULL,NULL,NULL,"2019-01-01",1
2794129,6182849,"2019-01-01",0,0,1,"2019-01-01",9,"","","KR",3,1,"mobile","android","chrome",1,NULL,29847536,"","F",NULL,NULL,"2019-01-01",1
2794130,6182833,"2019-01-01",1,0,1,"2019-01-01",2,"Tel Aviv","Tel Aviv","IL",1,1,"desktop","windows","chrome",1,4006183,29846681,"","M",NULL,NULL,NULL,1
2794131,6182837,"2019-01-01",1,0,1,"2019-01-01",2,"Helsinki","Uusimaa","FI",1,1,"desktop","mac","safari",1,4006184,29847455,"","M",NULL,NULL,NULL,1
2794132,6182832,"2019-01-01",1,0,1,"2019-01-01", 1,"Düsseldorf","North Rhine-Westphalia","DE",1,1,"desktop","windows","microsoft edge",1,3982577,25799650,"de",NULL,"none"," ",NULL,1
2794133,6182835,"2019-01-01",1,0,1,"2019-01-01",0,"Harrow","England","GB",1,1,"desktop","windows","chrome",1,4006185,29847149,"","M",NULL,NULL,NULL,1
2794134,6182842,"2019-01-01",1,0,1,"2019-01-01", 8,"Central","Central and Western District","HK",1,1,"mobile","ios","generic browser",1,4006186,29847480,"","F",NULL,NULL,NULL,1
2794135,6182831,"2019-01-01",1,0,1,"2019-01-01",-5,"Rochester","New York","US",1,1,"desktop","mac","chrome",1,4006187,29847425,"","M",NULL,NULL,NULL,1
2794136,6182836,"2019-01-01",1,0,1,"2019-01-01", 2,"Tel Aviv","Tel Aviv","IL",1,1,"desktop","windows","chrome",0,3901130,28760387,"","F","none"," ",NULL,1
2794137,6182846,"2019-01-01",1,0,1,"2019-01-01",2,"Bnei Brak","Tel Aviv","IL",1,1,"desktop","mac","chrome",0,NULL,NULL,"","F","manager","Product Manager",NULL,1
2794138,6182847,"2019-01-01",1,0,1,"2019-01-01", 10,"Booval","Queensland","AU",1,1,"mobile","android","chrome",1,4006188,29847509,"","M",NULL,NULL,NULL,1
2794139,6182850,"2019-01-01",1,0,1,"2019-01-01",0,"","","",1,1,"mobile","android",NULL,1,4006189,29847534,"","M",NULL,NULL,"2019-01-01",1
2794140,6182852,"2019-01-01",1,0,1,"2019-01-01",1,"Warsaw","Mazovia","PL",1,1,"desktop","mac","chrome",1,4006190,29847100,"","M",NULL,NULL,NULL,1
2794141,6182853,"2019-01-01",1,0,1,"2019-01-01", 9,"Pohang","Gyeongsangbuk-do","KR",1,1,"desktop","windows","chrome",1,4006191,29847556,"",NULL,NULL,NULL,NULL,1
2794142,6182860,"2019-01-01",1,0,1,"2019-01-01",9,"","","KR",1,1,"mobile","android",NULL,1,4006192,29847536,"","F",NULL,NULL,"2019-01-01",1
2794143,6182858,"2019-01-01",1,0,1,"2019-01-01",-5,"Liverpool","New York","US",1,1,"desktop","windows","chrome",1,4006193,29847588,"","M",NULL,NULL,NULL,1
2794144,6182865,"2019-01-01",1,0,1,"2019-01-01",11,"Wallalong","New South Wales","AU",1,1,"mobile","android","opera",1,4006194,29847628,"","M",NULL,NULL,NULL,1
2794145,6182863,"2019-01-01",1,0,1,"2019-01-01","","Brennasen","Vest-Agder","NO",1,1,"mobile","ios",NULL,1,4006195,29847585,"","M",NULL,NULL,"2019-01-01",1
2794146,6182866,"2019-01-01",1,0,1,"2019-01-01", 7,"Ho Chi Minh City","Ho Chi Minh","VN",1,1,"mobile","android","chrome",1,4006196,29847632,"",NULL,NULL,NULL,NULL,1
2794147,6182861,"2019-01-01",1,0,1,"2019-01-01",8,"Singapore","Central Singapore Community Development Council","SG",1,1,"mobile","ios",NULL,1,4006197,29847598,"","M",NULL,NULL,"2019-01-01",1
2794148,6182867,"2019-01-01",1,0,1,"2019-01-01", 2,"Sofia","Sofia-Capital","BG",1,1,"desktop","mac","chrome",1,4006199,28769386,"","F",NULL,NULL,NULL,1
2794149,6182758,"2019-01-01",1,0,1,"2019-01-01",1,"Beau Site","Aryanah","TN",1,1,"desktop","windows","chrome",1,4006200,29846766,"fr","M",NULL,NULL,NULL,1
2794150,6182873,"2019-01-01",1,0,1,"2019-01-01",1,"Cornellá De Terri","Catalonia","ES",1,1,"desktop","mac","chrome",0,4006201,29847743,"es","M",NULL,NULL,NULL,1
2794151,6182868,"2019-01-01",1,0,1,"2019-01-01",1,"Villeurbanne","Auvergne-Rhone-Alpes","FR",1,1,"mobile","ios","generic browser",1,4006202,29847729,"fr","F",NULL,NULL,"2019-01-01",1
2794152,6182875,"2019-01-01",1,0,1,"2019-01-01",-4,"Madrid","Madrid","ES",1,1,"desktop","windows","chrome",1,4006203,29847755,"es","M",NULL,NULL,NULL,1
2794153,6182880,"2019-01-01",1,0,1,"2019-01-01",8,"Taipei","Taipei City","TW",1,1,"desktop","mac","chrome",0,4006204,29847771,"","F",NULL,NULL,NULL,1
2794154,6182484,"2019-01-01",1,0,1,"2019-01-01", 2,"Durban","KwaZulu-Natal","ZA",1,1,"mobile","android",NULL,0,4006205,29815364,"","M","executive","Business Owner","2019-01-01",1
2794155,6182885,"2019-01-01",1,0,1,"2019-01-01",0,"Glasgow","Scotland","GB",1,1,"mobile","android","chrome",0,4006206,28342700,"","M","none"," ","2019-01-06",1
2794156,6182888,"2019-01-01",1,0,1,"2019-01-01",8,"Hong Kong","HONG KONG","HK",1,1,"desktop","mac","chrome",1,4006207,29847857,"","M",NULL,NULL,"2019-01-01",1
2794157,6182892,"2019-01-01",1,0,1,"2019-01-01",2,"Tel Aviv","Tel Aviv","IL",1,1,"desktop","windows","chrome",0,4006208,29847888,"","F","none"," ",NULL,1
2794158,6182889,"2019-01-01",1,0,1,"2019-01-01", 2,"Durban","KwaZulu-Natal","ZA",1,1,"mobile","android","chrome",0,4006205,29815364,"","M","executive","Business Owner",NULL,1
2794159,6182900,"2019-01-01",1,0,1,"2019-01-01",-5,"Naples","Florida","US",1,1,"desktop","mac","chrome",0,4006209,29847911,"","F","none","Red Bell Consultant",NULL,1
2794160,6182903,"2019-01-01",1,0,1,"2019-01-01",1,"Hjellum","Hedmark","NO",1,1,"desktop","windows","chrome",1,4006210,29847917,"","F",NULL,NULL,NULL,1
2794161,6182907,"2019-01-01",1,0,1,"2019-01-01", 8,"Leschenault","Western Australia","AU",1,1,"desktop","windows","chrome",1,3604537,25874008,"","M",NULL,NULL,NULL,1
2794162,6182529,"2019-01-01",1,0,1,"2019-01-01",-5,"Kernersville","North Carolina","US",1,1,"desktop","mac","chrome",1,4006212,29845603,"","M",NULL,NULL,NULL,1
2794163,6182955,"2019-01-01",1,0,1,"2019-01-01", 5.5,"Bhopal","Madhya Pradesh","IN",1,1,"desktop","windows","chrome",1,4006213,29847979,"",NULL,NULL,NULL,NULL,1
2794164,6182954,"2019-01-01",1,0,1,"2019-01-01", 1,"Gavà","Catalonia","ES",1,1,"mobile","ios","generic browser",1,4006215,29847958,"fr","M",NULL,NULL,NULL,1
2794165,6182956,"2019-01-01",1,0,1,"2019-01-01", 1,"Borsbeek","Antwerpen","BE",1,1,"desktop","windows","chrome",1,4006217,29847984,"",NULL,"none","jelaan ","2019-01-01",1
2794165,6183103,"2019-01-01",0,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794166,6182957,"2019-01-01",1,0,1,"2019-01-01",-8,"Brossard","Quebec","CA",1,1,"desktop","windows","chrome",0,4006218,29848003,"","M","none"," ",NULL,1
2794167,6182962,"2019-01-01",1,0,1,"2019-01-01",8,"Zigong","Sichuan","CN",1,1,"desktop","windows","chrome",0,4006219,29847993,"",NULL,NULL,NULL,NULL,1
2794167,6182971,"2019-01-01",0,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182975,"2019-01-01",0,1,0,NULL,"","","","",3,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182976,"2019-01-01",0,1,0,NULL,"","","","",4,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182977,"2019-01-01",0,1,0,NULL,"","","","",5,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182978,"2019-01-01",0,1,0,NULL,"","","","",6,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182979,"2019-01-01",0,1,0,NULL,"","","","",7,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182980,"2019-01-01",0,1,0,NULL,"","","","",8,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182981,"2019-01-01",0,1,0,NULL,"","","","",9,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182982,"2019-01-01",0,1,0,NULL,"","","","",10,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182983,"2019-01-01",0,1,0,NULL,"","","","",11,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182984,"2019-01-01",0,1,0,NULL,"","","","",12,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182985,"2019-01-01",0,1,0,NULL,"","","","",13,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182986,"2019-01-01",0,1,0,NULL,"","","","",14,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182987,"2019-01-01",0,1,0,NULL,"","","","",15,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182988,"2019-01-01",0,1,0,NULL,"","","","",16,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182989,"2019-01-01",0,1,0,NULL,"","","","",17,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182990,"2019-01-01",0,1,0,NULL,"","","","",18,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182991,"2019-01-01",0,1,0,NULL,"","","","",19,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182992,"2019-01-01",0,1,0,NULL,"","","","",20,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182993,"2019-01-01",0,1,0,NULL,"","","","",21,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182994,"2019-01-01",0,1,0,NULL,"","","","",22,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182995,"2019-01-01",0,1,0,NULL,"","","","",23,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182996,"2019-01-01",0,1,0,NULL,"","","","",24,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182997,"2019-01-01",0,1,0,NULL,"","","","",25,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182998,"2019-01-01",0,1,0,NULL,"","","","",26,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6182999,"2019-01-01",0,1,0,NULL,"","","","",27,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183000,"2019-01-01",0,1,0,NULL,"","","","",28,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183001,"2019-01-01",0,1,0,NULL,"","","","",29,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183002,"2019-01-01",0,1,0,NULL,"","","","",30,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183003,"2019-01-01",0,1,0,NULL,"","","","",31,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183004,"2019-01-01",0,1,0,NULL,"","","","",32,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183005,"2019-01-01",0,1,0,NULL,"","","","",33,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183006,"2019-01-01",0,1,0,NULL,"","","","",34,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183007,"2019-01-01",0,1,0,NULL,"","","","",35,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183008,"2019-01-01",0,1,0,NULL,"","","","",36,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183009,"2019-01-01",0,1,0,NULL,"","","","",37,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183010,"2019-01-01",0,1,0,NULL,"","","","",38,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183011,"2019-01-01",0,1,0,NULL,"","","","",39,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183012,"2019-01-01",0,1,0,NULL,"","","","",40,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183014,"2019-01-01",0,1,0,NULL,"","","","",41,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183015,"2019-01-01",0,1,0,NULL,"","","","",42,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183016,"2019-01-01",0,1,0,NULL,"","","","",43,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183017,"2019-01-01",0,1,0,NULL,"","","","",44,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183018,"2019-01-01",0,1,0,NULL,"","","","",45,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183019,"2019-01-01",0,1,0,NULL,"","","","",46,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183020,"2019-01-01",0,1,0,NULL,"","","","",47,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183021,"2019-01-01",0,1,0,NULL,"","","","",48,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183022,"2019-01-01",0,1,0,NULL,"","","","",49,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183023,"2019-01-01",0,1,0,NULL,"","","","",50,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794167,6183024,"2019-01-01",0,1,0,NULL,"","","","",51,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794168,6182965,"2019-01-01",1,0,1,"2019-01-01", 1,"Cour-Cheverny","Centre-Val de Loire","FR",1,1,"mobile","ios","generic browser",1,4006220,29848030,"fr","M",NULL,NULL,NULL,1
2794169,6182967,"2019-01-01",1,0,1,"2019-01-01","","","","",1,1,"mobile","android",NULL,1,4006222,29848051,"","M",NULL,NULL,"2019-01-01",1
2794170,6182968,"2019-01-01",1,0,1,"2019-01-01", 1,"Essen","North Rhine-Westphalia","DE",1,1,"desktop","mac","safari",1,4006223,29626680,"","F",NULL,NULL,NULL,1
2794171,6182959,"2019-01-01",1,0,1,"2019-01-01",3,"Kuwait City","Al Asimah","KW",1,1,"desktop","windows","chrome",0,4006224,29848008,"","M","none"," ",NULL,1
2794172,6182899,"2019-01-01",1,0,1,"2019-01-01",8,"","","US",1,1,"desktop","windows","chrome",1,NULL,29847668,"","M","none","中国移动互联网运营 ","2019-01-02",1
2794172,6263679,"2019-01-07",0,0,1,"2019-01-07", 8,"Hangzhou","Zhejiang","CN",2,1,"mobile","ios","generic browser",1,NULL,29847668,"","M",NULL,NULL,NULL,1
2794172,6264053,"2019-01-07",0,0,1,"2019-01-07", 8,"Jinxiangzhen","Zhejiang","CN",3,1,"desktop","windows","chrome",1,NULL,29847668,"",NULL,NULL,NULL,NULL,1
2794172,6264326,"2019-01-07",0,0,1,"2019-01-07",8,"Jinxiangzhen","Zhejiang","CN",4,1,"desktop","windows","chrome",1,4054064,29847668,"","M",NULL,NULL,NULL,1
2794172,6264385,"2019-01-07",0,0,1,"2019-01-07", 8,"Nanjing","Jiangsu","CN",5,1,"desktop","mac","chrome",1,NULL,30294813,"",NULL,NULL,NULL,NULL,1
2794173,6182969,"2019-01-01",1,0,1,"2019-01-01",-5,"Chatham","Ontario","CA",1,1,"mobile","android","chrome",1,4006225,29848062,"","M",NULL,NULL,NULL,1
2794174,6182966,"2019-01-01",1,0,1,"2019-01-01","","Pohang","Gyeongsangbuk-do","KR",1,1,"mobile","android",NULL,1,4006226,29848050,"","M",NULL,NULL,"2019-01-01",1
2794175,6182964,"2019-01-01",1,0,1,"2019-01-01","","Seoul","Seoul","KR",1,1,"desktop","chrome_os","chrome",1,4006227,29847609,"","M",NULL,NULL,"2019-01-01",1
2794175,6183026,"2019-01-01",1,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794175,6183027,"2019-01-01",1,0,1,"2019-01-02", 9,"Seongbuk-gu","Seoul","KR",3,1,NULL,NULL,NULL,1,4009441,29849651,"","M",NULL,NULL,NULL,1
2794176,6182960,"2019-01-01",1,0,1,"2019-01-01",2,"","","",1,1,"mobile","android",NULL,1,4006228,29847567,"","M",NULL,NULL,"2019-01-01",1
2794176,6183182,"2019-01-01",0,0,1,"2019-01-01", 1,"Warsaw","Mazovia","PL",2,1,"mobile","android","chrome",1,4006287,29848813,"","F",NULL,NULL,"2019-01-01",1
2794177,6182970,"2019-01-01",1,0,1,"2019-01-01",0,"London","London, City of","GB",1,1,"desktop","mac","chrome",1,4006229,29848063,"","M",NULL,NULL,NULL,1
2794178,6182961,"2019-01-01",1,0,1,"2019-01-01",-6,"Mount Prospect","Illinois","US",1,1,"desktop","chrome_os","chrome",1,4006230,29848017,"","F",NULL,NULL,NULL,1
2794179,6182973,"2019-01-01",1,0,1,"2019-01-01","","Busselton","Western Australia","AU",1,1,"mobile","android",NULL,1,4006231,29848106,"","M",NULL,NULL,"2019-01-01",1
2794180,6183013,"2019-01-01",1,0,1,"2019-01-01",1,"Lentiol","Auvergne-Rhone-Alpes","FR",1,1,"desktop","mac","firefox",1,4006232,29848113,"fr","F",NULL,NULL,NULL,1
2794181,6179033,"2018-12-31",1,0,1,"2019-01-01", 9.5,"Adelaide","South Australia","AU",1,1,"mobile","android","chrome",0,4004599,29822906,"","F",NULL,NULL,NULL,1
2794182,6183029,"2019-01-01",1,0,1,"2019-01-01",3,"Kuwait City","Al Asimah","KW",1,1,"desktop","windows","chrome",1,4006233,29848022,"","M",NULL,NULL,NULL,1
2794182,6183039,"2019-01-01",1,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794182,6183040,"2019-01-01",1,1,0,NULL,"","","","",3,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794183,6183031,"2019-01-01",1,0,1,"2019-01-01",0,"Taunton","England","GB",1,1,"mobile","android","chrome",1,4006234,29848145,"","F",NULL,NULL,NULL,1
2794184,6183030,"2019-01-01",1,0,1,"2019-01-01",1,"Lyon","Auvergne-Rhone-Alpes","FR",1,1,"mobile","ios","generic browser",0,4006235,29848147,"fr","M","none"," ","2019-01-07",1
2794184,6214681,"2019-01-03",0,0,1,"2019-01-03","","La Chapelle-Basse-Mer","Pays de la Loire","FR",2,1,"desktop","mac","chrome",0,NULL,24334404,"fr","F","none"," ",NULL,1
2794184,6232979,"2019-01-04",0,0,1,"2019-01-04",1,"La Chapelle-Basse-Mer","Pays de la Loire","FR",3,1,"desktop","mac","chrome",0,4035703,30117754,"fr","M","none"," ",NULL,1
2794184,6232982,"2019-01-04",0,0,1,"2019-01-07","","Noisy-le-Grand","Île-de-France","FR",4,1,"desktop","mac","safari",0,4053982,30293898,"fr",NULL,"none",NULL,NULL,1
2794184,6232988,"2019-01-04",0,0,1,"2019-01-08","","Noisy-le-Grand","Île-de-France","FR",5,1,"desktop","mac","firefox",0,4068736,30423437,"fr","M","none"," ",NULL,1
2794184,6267811,"2019-01-07",0,1,0,NULL,"","","","",6,1,NULL,NULL,NULL,0,NULL,NULL,"fr",NULL,"none"," ",NULL,1
2794184,6267812,"2019-01-07",0,0,1,"2019-01-07","","Noisy-le-Grand","Île-de-France","FR",7,1,"desktop","mac","safari",0,4056289,30312297,"fr",NULL,"none"," ",NULL,1
2794184,6267813,"2019-01-07",0,1,0,NULL,"","","","",8,1,NULL,NULL,NULL,0,NULL,NULL,"",NULL,"none"," ",NULL,1
2794185,6183028,"2019-01-01",1,0,1,"2019-01-01",-9,"Redmond","Washington","US",1,1,"desktop","windows","microsoft edge",0,4006236,29848130,"","M","executive","President",NULL,1
2794186,6183035,"2019-01-01",1,0,1,"2019-01-01",1,"Rosenau","Grand Est","FR",1,1,"desktop","windows","internet explorer",1,4006237,29848186,"","M",NULL,NULL,NULL,1
2794187,6183036,"2019-01-01",1,0,1,"2019-01-01",0,"Saint Fagans","Cardiff","GB",1,1,"mobile","ios","generic browser",1,4006238,29848208,"pt","M",NULL,NULL,NULL,1
2794188,6183043,"2019-01-01",1,0,1,"2019-01-01", 10,"Cootharaba","Queensland","AU",1,1,"mobile","android","chrome",1,4006239,29848280,"","M",NULL,NULL,NULL,1
2794189,6182972,"2019-01-01",1,0,1,"2019-01-01",-8,"London","London, City of","GB",1,1,"desktop","windows","chrome",1,4006240,29848090,"","M",NULL,NULL,NULL,1
2794190,6183041,"2019-01-01",1,0,1,"2019-01-01",5,"New York","New York","US",1,1,"desktop","windows","chrome",1,4006241,29848257,"","M",NULL,NULL,NULL,1
2794191,6183044,"2019-01-01",1,0,1,"2019-01-01",8,"Zigong","Sichuan","CN",1,1,"desktop","windows","chrome",1,NULL,29847993,"",NULL,NULL,NULL,NULL,1
2794191,6183046,"2019-01-01",0,1,0,NULL,"","","","",2,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
2794191,6183047,"2019-01-01",0,1,0,NULL,"","","","",3,1,NULL,NULL,NULL,1,NULL,NULL,"",NULL,NULL,NULL,NULL,1
